title	text
អ៊ំ	<p>(ន.) ធំ (ឪពុក​ធំ​ឬ​ម្ដាយ​ធំ) ។ សម្ដី​ថ្នម​ឬ​ទំយើ​សម្រាប់​ក្មួយ​ហៅ​ឪពុក​ធំ ឬ​ ម្ដាយ​ធំ​ក្នុង​ទី​ចំពោះ​មុខ​ឬ​កំបាំង: អ៊ំ​អញ្ជើញ​ទៅ​ណា ?; អ៊ំ​ប្រុស​គ្រុន អ៊ំ​ស្រី​ឈឺ​ភ្នែក ។</p>
អំណត់	<p>(ន.) សេចក្ដី​ខំ​អត់, ការ​អត់​ទ្រាំ: មាន​អំណត់ (កុំ​ប្រើ​ថា សេចក្ដី​អំណត់ ព្រោះ​ពាក្យ​នេះ​ជា​នាម​នាម​ប្រាប់​សេចក្ដី​អត់ ស្រេច​ហើយ; បើ​ចង់​ប្រើ​ពាក្យ​ថា សេចក្ដី ត្រូវ​ថា មាន​សេចក្ដី​អត់ ឬ មាន​ការ​អត់ ក៏​គឺ​មាន អំណត់ ហ្នឹង​ឯង) ។ គុ. ដែល​មាន​សេចក្ដី​អត់​ឃ្លាន, ដែល​អត់​បាយ: គ្រា​អំណត់, ស្រុក​អំណត់ ។ ព. កា. ពន្យល់​ឲ្យ​ប្រើ​ពាក្យ អំណត់ ថា: អំណត់​ជា​នាម កុំ​បាច់​តោង​ទាម ថែម​ពាក្យ “សេចក្ដី” ពុំ​នោះ​កុំ​ថែម ស៊ែម​ពាក្យ​ថា “ក្តី” មក​ទៀត​ធ្វើ​អ្វី ឲ្យ​ឃ្លាត​ចាក​បែប ។ (ម. ព. សេចក្ដី ផង) ។</p>
អំណរ	<p>(ន.) សេចក្ដី​អរ: មាន​អំណរ (កុំ​ប្រើ​ថា សេចក្ដី​អំណរ ព្រោះ​ពាក្យ​នេះ​ជា​នាម​នាម​ប្រាប់​ដំណើរ​របស់​កិរិយា​សព្ទ អរ ស្រេច​ហើយ; បើ​ចង់​ប្រើ​ពាក្យ​ថា សេចក្ដី ត្រូវ​ថា មាន​សេចក្ដី​អរ ក៏​គឺ មាន​អំណរ ហ្នឹង​ឯង) ។ ម. ព. សេចក្ដី ផង ។ ព. កា. ពន្យល់​ការ​ប្រើ​នាម​សព្ទ អំណរ ថា: ពាក្យ​ថា​អំណរ ជា​នាម​នៃ​អរ ជា​កិរិយា​សព្ទ ចេញ​មក​ជា​នាម ប្រើ​តាម​ប្រញប្តិ វេយ្យាករណ៍​ប្រាប់ ឲ្យ​ប្រើ​ស្រេច​ហើយ ។ កុំ​ថែម​ពាក្យ​ថ្មី ថា​មាន​សេចក្ដី-- អំណរ” ច្នេះ​ឡើយ ព្រោះ​កាល​បើ​ថែម ស៊ែម​លើស​បែប​ហើយ នឹង​ទៅ​ជា​ឈ្លើយ ខុស​ពីរ​បៀប ។</p>
អំណស់	<p>(ន.) (ព. បុ.; បុ. សរ. អំណស្ស) ការ​អស់; វេលា​ឬ​កាល​ដែល​អស់ ។ និ. អំណឹះ; ឥត​ពី: លុះ​អំណស់​ពី លុះ​អំណឹះ​ពី ឬ​លុះ​ឥត​ពី (ប្រើ​តែ​ពី​ក្នុង​សម័យ​បុរាណ​ព្រេង​នាយ) ។</p>
អំណាច	<p>(ន.) អានុភាព គឺ​សេចក្ដី​អាច, ដំណើរ​អង់អាច, សេចក្ដី​អាច​ហាន, ដំណើរ​អាច​ធ្វើ​អ្វី​ៗ​បាន​តាម​ចិត្ត​ឬ​តាម​លំអាន​ច្បាប់: មាន​អំណាច, អំណាច​រាជការ, អំណាច​ច្បាប់ ។ ដោយ​អំណាច ដោយសារ, ដោយ​កម្លាំង: ដោយ​អំណាច​គុណ​បុណ្យ... ។ តាម​អំណាច​ចិត្ត តាម​អំពើ​ចិត្ត: ធ្វើ​តាម​អំណាច​ចិត្ត​ឥត​ក្រែង​ច្បាប់ ។ ឡើង​អំណាច​ឡើង​ចាង, ឡើង​ដៃ ។ អស់​អំណាច អស់​សេចក្ដី​អាច, អស់​អានុភាព ។ល។</p>
អំណឹះ	<p>(និ.) ត​មក​ឬ​ត​ទៅ, ចំណេរ​កាល​ត​មក ឬ​ចំណេរ​កាល​ត​ទៅ: អំណឹះ​ពី​នោះ​មក ត​ពី​នោះ​មក ។ អំណឹះ​ត​ទៅ ចំណេរ​កាល​ត​ទៅ ។ អំណឹះ​ឥត​ពី លុះ​ដល់​ឥត​ពី, កាល​បើ​ឥត​ពី: ម្នាល​អានន្ទ, អំណឹះ​ឥត​ពី​អញ​តថាគត​ទៅ ធម៌​វិន័យ​នឹង​ជា​សាស្តា​នៃ​អ្នក​ទាំងឡាយ​ជា​តំណាង​អញ​តថាគត (ពុទ្ធ​បណ្តាំ) ។ អំណើះ</p>
អំណោយ	<p>(ន.) ការ​ឲ្យ; អ្វី​ៗ​ដែល​ឲ្យ (កុំ​ប្រើ​ថា សេចក្ដី​អំណោយ, ការ​អំណោយ, របស់​អំណោយ ដូច្នេះ​ឡើយ; ប៉ុន្តែ​បើ​ប្រើ​ជា របស់​ជា​អំណោយ ដូច្នេះ​បាន) ។ អំណោយ​ផល ផល​ទាន: មាន​អំណោយ​ផល ។ ទទួល​អំណោយ ទទួល​របស់​ដែល​គេ​ឲ្យ​ដោយ​សទ្ធា ។ ធ្វើ​អំណោយ ឲ្យ​អ្វី​ៗ ដោយ​សទ្ធា ។ (កុំ​ប្រើ​ជា សេចក្ដី​អំណោយ, ការ​អំណោយ ដូច្នេះ​ឡើយ; ប៉ុន្តែ​បើ​ប្រើ​ស្ទើរ​ជា គុ. ថា របស់​អំណោយ ដូច្នេះ​បាន​ជា​ជំនួស របស់​ជា​អំណោយ ។ មួយ​វិញ​ទៀត គួរ​កុំ​ប្រើ​ជា កិ. តាម​សៀម ព្រោះ​សៀម​យក​ពាក្យ​ខ្មែរ​ថា អំណោយ ន. នេះ​ទៅ​ប្រើ​ជា កិ. ថា អាំន្វយ អ. ថ. អាំ
អំនួត	<p>(ន.) ការ​ពោល​អួត ឬ​សម្ដី​អួត: មនុស្ស​មាន​អំនួត មនុស្ស​អ្នក​អួត (កុំ​ប្រើ​ថា សេចក្ដី​អំនួត, បើ​ត្រូវ​ការ​ប្រើ​ពាក្យ​ថា សេចក្ដី ត្រូវ​ថា សេចក្ដី​អួត, ក៏​គឺ អំនួត ហ្នឹង​ឯង) ។ ព. កា. ពន្យល់​ឲ្យ​ប្រើ​ពាក្យ អំនួត ថា: អំនួត​ជា​នាម​សព្ទ​មាន​បែប​ប្រាប់​ថា​កុំ​ប្រើ- “សេចក្ដី” ថែម​ស៊ែម​លើ​ទាំង​កុំ​ប្រើ “ក្តី” ផ្សំ​ឡើយ ។ (ម. ព. សេចក្ដី ផង) ។</p>
អំបាញ់មិញ	<p>(ម. ព. អម្បាញ់មិញ) ។</p>
អំបាត	<p>(ន.) កូន​ចៃ: ចៃ​អំបាត ចៃ​និង​កូន​ចៃ ឬ​ចៃ​ធំ​និង​ចៃ​តូច ។ គុ. (ព. ប្រ.) ដែល​មាន​រូប​តូច​ពេក​ខុស​ពី​គេ: មនុស្ស​អំបាត, សេះ​អំបាត (ព. ព.) ។ ដែល​ថយ​ថោក, តូច​ទាប, សាបរលាប: មនុស្ស​អំបាត (ព. ម.) ។</p>
អំបាយ	<p>(ម. ព. អម្បាយ) ។</p>
អំបាល	<p>(ម. ព. អម្បាល) ។ អំបាល-- អំបាលម៉ាន</p>
អំបិល	<p>(ន.) វត្ថុ​រឹង​ស្រួយ មាន​រស​ប្រៃ, បុក​ឬ​កិន​ឲ្យ​ខ្ទេច​ល្អិត​ម៉ដ្ឋ​បាន​ដោយ​ងាយ, អាច​រលាយ​ទៅ​ជា​ទឹក​បាន, សម្រាប់​ប្រើ​ជា​គ្រឿង​ផ្សំ​យក​រស​ប្រៃ, មាន​ឈ្មោះ​ផ្សេង​ៗ​តាម​សញ្ជាតិ​និង​បែប​ភាព: អំបិល​ដុំ, អំបិល​ស, អំបិល​សិន្ធៅវ៍... ។ ឥត​អំបិល (ព. ប្រ.) ឥត​អំណាច; បង់​កម្លាំង​ទទេ, អសារ​ឥត​ការ, ឥត​ប្រយោជន៍: ធ្វើ​ការ​ឥត​អំបិល, នឿយ​ហត់​ឥត​អំបិល ។</p>
អំបិល​ម្ទេស	<p>(ន.) ឈ្មោះ​ម្ហូប​គោក​មួយ​ប្រភេទ ធ្វើ​ដោយ​អំបិល​និង​ម្ទេស​ជាដើម​បុក​ឲ្យ​ល្អិត: អំបិល​ម្ទេស​ក្រសាំង ។ (បែប​បុក​អំបិល​ម្ទេស​ក្រសាំង​ឲ្យ​មាន​រស​ជាតិ​ឆ្ងាញ់​ត្រូវ​ជជុះ​យក​គ្រាប់​ឲ្យ​លាយ​សាច់​ហើយ​បុក​គ្រាប់​ឲ្យ​ល្អិត​ម៉ដ្ឋ​ដូច​ក្រមួន រួច​ហើយ​សឹម​លាយ​បញ្ចុះ​ជ្រំ​ជាមួយ​នឹង​គ្រឿង​ផ្សំ​គ្រប់​មុខ​មាន​ស្លឹក​ក្រូច​សើច​ជាដើម បុក​គ្រលុក​ឲ្យ​បាន​ជា​អំបិល​ម្ទេស, បុក​បែប​នេះ​ទើប​ឆ្ងាញ់ ព្រោះ​គ្រាប់​ក្រសាំង​មាន​ប្រេង, បុក​ញំ​ៗ មិន​បែក​គ្រាប់​ក្រសាំង មិន​ចេញ​ប្រេង មិន​សូវ​ឆ្ងាញ់​ទេ ច្រើន​តែ​ជូរ​ៗ, បើ​ដាក់​ក្នុង​
អំបឹះ	<p>(ន.) ឈ្មោះ​រុក្ខ​ជាតិ​ពួក​មួយ មាន​ពីរ​ប្រភេទ​គឺ អំបឹះ​ធំ អំបឹះ​មាន​ដើម​ធំ ស្លឹក​តូច​ៗ ប៉ុន្តែ​ញឹក​ជិត; អំបឹះ​តូច អំបឹះ​មាន​ដើម​តូច ស្លឹក​ធំ​ៗ​រង្វើល​ៗ ។ អំបើះ</p>
អំបុក	<p>(ន.) ឈ្មោះ​ចំណី​ធ្វើ​ដោយ​យក​គ្រាប់​ស្រូវ​ទុំ​នៅ​ស្រស់​មក​លីង​ឲ្យ​ល្មម​ដល់​ការ ហើយ​ដាក់​ក្នុង​ត្បាល់​ធំ​បុក​ផង​ឆ្កៀសឆ្កៀល​ផង (ហៅ​ថា ដាល់​អំបុក) ឲ្យ​ត្រាតែ​ពៀច​សំប៉ែត​ខ្ចាត់​សំបក​ស្រូវ​ចេញ: អំបុក​ដំណើប, អំបុក​ខ្សាយ (តាម​ធម្មតា ប្រើ​តែ​ស្រូវ​ដំណើប​ជាង​ស្រូវ​ខ្សាយ) ។</p>
អំបូង	<p>(ន.) ឈ្មោះ​ចេក​មាន​ផ្លែ​វែង​ៗ ស្មើ​ចុង​ស្មើ​ដើម, វេលា​ទុំ សម្បុរ​សំបក​បៃតង​ចាស់​ឬ​លឿង​ចាស់​ក៏​មាន, ស្និត​ធំ​ៗ​មាន​រស​ផ្អែម: ចេក​អំបូង​មាន​ឈ្មោះ​ផ្សេង​ៗ​គ្នា​គឺ អំបូង​ភ្លុក, អំបូង​ស្នែង, អំបូង​វល្លិ, អំបូង​ទេស... ។</p>
អំបូរ	<p>(ម. ព. អម្បូរ) ។</p>
អំបើះ	<p>(ម. ព. អំបឹះ) ។</p>
អំបែង	<p>(ន.) បន្ទះ​បំណែក​នៃ​ក្អម, ឆ្នាំង, ចាន​ជាដើម: អំបែង​ក្អម, អំបែង​ចាន ។ ក្អម​ដី​ឬ​ឆ្នាំង​ដី​ដែល​គោះ​ចោះ​ត្រង់​ក្អេង​ម្ខាង​ឲ្យ​មាន​ចន្លោះ​ធំ​ល្មម​ដល់​ការ សម្រាប់​លីង​អ្វី​ៗ: លីង​ពោត​ពីរ​បី​អំបែង ។ អំបែង​ក្បាល (ព. ទ្រ. ម.) តួ​ក្បាល: ប្រយ័ត្ន ! អញ​វ៉ៃ​បែក​អំបែង​ក្បាល​ឥឡូវ ! (ប្រដូច​ក្បាល​ទៅ​នឹង​អំបែង​សម្រាប់​លីង​អ្វី​ៗ) ។ ព. ទ. បុ. អំបែង​បែក​ឲ្យ​យក​អំបែង​ដដែល​សង មាន​អត្ថ​ន័យ​ថា ទារ​យក​ឲ្យ​បាន​ចំពោះ​តែ​រូប​របស់​ដើម​មក​វិញ ។</p>
អំបោស	<p>(ម. ព. អម្បោស) ។</p>
អំបោះ	<p>(ន.) សរសៃ​សំឡី​ដែល​រវៃ​រួច​ហើយ មាន​ប្រវែង​វែង​ៗ សម្រាប់​ត្បាញ​សំពត់​ជាដើម: អំបោះ​ឆៅ, សំពត់​អំបោះ ។ អំបោះ​ភ្លុក (ម. ព. ភ្លុក) ។ ព. ទ. បុ. ហុច​អំបោះ​ស្រណោះ​ដៃ ឲ្យ​អ្វី​ៗ​មាន​នំ​ចំណី​ជាដើម​ទៅ​អ្នក​ដទៃ ដោយ​មាន​សង្ឃឹម​ថា​គេ​នឹង​ឲ្យ​អ្វី​ៗ​តប​មក​វិញ​ពុំខាន (ឲ្យ​ដោយ​សម្លឹង​ប្រយោជន៍​ភ្លាម​ៗ) ។</p>
អំបោះ​ខ្មោច	<p>(ម. ព. អំបោះ​ព្រះ ២ ន.) ។</p>
អំបោះ​ព្រះ	<p>(ន.) ឈ្មោះ​វល្លិ​មួយ​ប្រភេទ ដើម​ទន់​ស្លឹក​ស្រដៀង​នឹង​ស្លឹក​បណ្តូល​ពេជ្រ​ស្ទើរ​ចាប់​ច្រឡំ ប៉ុន្តែ​ដើម​ស្រលួត​ឥត​បន្លា ឡើង​តោង​អាស្រ័យ​នឹង​ដើម​ឈើ​ធំ ទម្លាក់​ឫស​វែង​ៗ រយោង​រយាន​ចុះ​មក​ខាង​ក្រោម​រហូត​ដល់​ដី​ក៏​មាន: វល្លិ​អំបោះ​ព្រះ (ហៅ វល្លិ​យឺត ក៏​បាន) ។ (ន.) សរសៃ​ពីងពាង​ព្រៃ​ពួក​មួយ​ដែល​វា​គ្រាន់​តែ​បញ្ចេញ​ចោល​មិន​ព័ទ្ធ​មង​ឬ​សំបុក​ឡើយ, មាន​សាច់​ម៉ដ្ឋ​ល្អិត​ឆ្មារ​សម្បុរ-ស-ក្បុស​រលើប, ខ្យល់​បក់​រសាត់​តាម​ផ្ទៃ​អាកាស​ធ្លាក់​ចុះ​មក​ជាប់​នឹង​មែក​ឈើ ជាដើម, ចួន​កាល​រសាត់​ជាប់​ដោយ​ទាំង​តួ​ពីងពាង​មក​ផង​ក
