ref	verse
EST 1:19	ប្រសិនបើព្រះករុណាសព្វព្រះហប្ញទ័យ សូមទ្រង់ចេញរាជបញ្ជា​ ហើយឲ្យគេចែងទុកក្នុងច្បាប់នៃជនជាតិពើពែរ្ស និងជនជាតិមេឌី ដែលមិនអាចប្រែប្រួលបានឡើយ គឺថាកុំឲ្យព្រះនាងវ៉ាសធីចូលមកជួបព្រះភក្រ័្ត ព្រះករុណារហូតតទៅ។ ហើយសូមព្រះករុណាផ្ទេរតំណែងជាមហេសីរបស់ព្រះនាងឲ្យទៅព្រះមហេសីមួយអង្គទៀត ដែលល្អប្រសើជាងព្រះនាង។
EST 1:2	នៅជំនាន់នោះស្តេចអហាស៊ូរុស គង់លើបល្ល័ងរាជ្យនៅក្រុងស៊ូសាន។
EST 1:20	កាលណាសេចក្តីសម្រេចរបស់ព្រះរាជាបានប្រកាសពាសពេញនគររបស់ទ្រង់ នោះស្ត្រីទាំងអស់នឹងគោរពប្រតិបត្តិប្តីរបស់ខ្លួន តាំងពីអ្នកធំ រហូតដល់អ្នកតូច»។
EST 1:21	ព្រះរាជាសព្វព្រះហប្ញទ័យនឹងយោបល់នេះណាស់ ហើយអស់ពួកមេដឹកនាំក៏ពេញចិត្តដែរ ហើយព្រះរាជាក៏ធ្វើតាមសំណើររបស់លោកមមូនកាន។
EST 1:22	ស្តេចផ្ញើរាជសារទៅគ្រប់អាណាខេត្តទាំងអស់ តាមអក្សរ និងភាសារបស់ប្រជាជនក្នុងអណាខេត្តនីមួយៗ។ ដោយប្រកាសឲ្យបុរសទាំងអស់ធ្វើជាមេលើគ្រួសារបស់ខ្លួន។ ហើយរាជ្យសារនេះបានធ្វើទៅមនុស្សនិងគ្រប់ភាសារបស់គេរាងៗខ្លួន។
EST 1:3	នៅឆ្នាំទីបីនៃរជ្ជកាល ស្តេចបានរៀបចំពិធីជប់លៀងដល់ពួកមន្ត្រី និងពួកមេដឹកនាំរបស់ស្តេចទាំងអស់។ ព្រមទាំងមេទ័ពពើស៊ី និងមេឌី អភិជន និងទេសាភិបាលរបស់អាណាខេត្តទាំងអស់។
EST 1:4	ស្តេចទ្រង់ចង់បង្ហាញអស់ទាំងរាជសម្បត្តិដ៏ស្តុកស្តម្ភ និងកិត្តិយសនៃសិរីរុងរឿងដ៏វិសេសរបស់ទ្រង់ អស់រយះពេលជាច្រើនថ្ងៃ គឺអស់រយៈពេល180ថ្ងៃ។
EST 1:5	នៅពេលផុតថ្ងៃទាំងនោះហើយ ស្តេចរៀបចំពិធីជប់លៀង អស់រយៈពេលប្រាំពីរថ្ងៃ។ ការនេះសម្រាប់ប្រជាជនទាំងអស់ ដែលនៅក្រុងស៊ូសាន នៅក្នុងទីធ្លាឧទ្យាននៃដំណាក់របស់ស្តេច។
EST 1:6	នៅពីចំហៀងនៃសួនច្បារត្រូវបាន តុបតែងជាមួយសំពត់ពណ៍ស និងពណ៍ខៀវ លាយនឹងក្រណាត់ធ្វើពីអំបោះពណ៍ស ភ្ជាប់ទៅនឹងខ្សែខ្លូតទេសពណ៍ស្វាយ ភ្ជាប់នឹងសសរថ្មកែវដោយក្រវិលប្រាក់។ ក៏មានកៅអីធ្វើពីមាស និងពីប្រាក់ ដាក់លើកម្រាលថ្មកែវពណ៍ក្រហម ថ្លើមថ្ម ខ្យងដាំ និងថ្មខ្មៅ។
EST 1:7	គេបម្រើដោយដាក់ស្រាក្នុងពែងមាស។ ជាពែងដែលមានក្បាច់រចនាប្លែកៗពីគ្នា ហើយស្តេចឲ្យគេយកស្រាមកចាក់ជូនភ្ញៀវយ៉ាងបរិបូណ៍។
EST 1:8	តាមព្រះរាជបញ្ជារបស់ស្តេច ភ្ញៀវអាចពិសាស្រាតាមចិត្ត ដោយមិនចាំបាច់នឹងខ្លាចខ្វះខាតអ្វីឡើយ​ «គ្មានការការបង្ខិតបង្ខំទេ»។ ដ្បិតស្តេចបញ្ជាឲ្យរាជបម្រើចាក់ស្រាជូន តាមដែលភ្ញៀវចង់បាន។
EST 1:9	ព្រះនាងវ៉ាសធី ជាអគ្គមហេសី ក៏រៀបចំពិធីជប់លៀងសម្រាប់ពួកស្ត្រីនៅក្នុងវំាងរបស់ព្រះចៅអហាស៊ូរុសដែរ។
EST 2:1	ក្រោយហេតុការណ៍ទាំងនោះមក ព្រះចៅអហាស៊ូរុស ឈប់ព្រះពិរោធ នោះស្តេចក៍នឹករលឹកដល់ព្រះនាងវ៉ាសធី និងការដែលព្រះនាងបានធ្វើ។
EST 2:10	នាងអេសធើមិនបានប្រាប់ឲ្យនរណាដឹងអំពីជាតិសាសន៍ និងដើមកំណើតរបស់នាងទេ​ ដ្បិតម៉ាដេកាយបានហាមនាងមិនឲ្យប្រាប់គេដឹងពីរឿងនេះឡើយ។
EST 2:11	ជារៀងរាល់ថ្ងៃ​ លោកម៉ាដេកាយតែងតែដើរទៅមកនៅមុខទីធ្លារវិមានស្ត្រី ដើម្បីឲ្យដឹងពីសុខទុក្ខរបស់នាងអេសធើ ហើយចង់ដឹងថា គេប្រព្រឹត្តចំពោះនាងយ៉ាងណា។
EST 2:12	តាមទំនៀមសម្រាប់ស្រ្តីក្រមុំនៅក្នុងវិមានស្រ្តី ត្រូវរៀបចំខ្លួនអស់ដប់ពីរខែ មុននឹងដល់វេនចូលគាល់ព្រះចៅអហាស៊ូរុស ពួកនាងត្រូវសម្អាងកាយជាមួយប្រេងល្វីងទេសរយៈពេលប្រាំមួយខែ ហើយប្រាំមួយខែទៀតជាមួយប្រេងក្រអូប និងគ្រឿងសម្អាងកាយផ្សេងៗ ព្រោះនេះជារយៈពេលដែលស្របតាមពីធីការដែលមានចែងទុក
EST 2:13	ពេលដែលស្រ្តីក្រមុំត្រូវចូលទៅគាល់ស្តេច បើនាងចង់យកអ្វីជាប់ជាមួយខ្លួនពីវិមានស្ត្រីទៅរាជវាំង គេប្រគល់ឲ្យទាំងអស់។
EST 2:14	នាងទៅគាល់ស្តេចនៅពេលល្ងាច ហើយព្រឹកឡើងនាងវិលទៅវិមានទីពីររបស់ស្ត្រី ដែលសិ្ថតនៅក្រោមការថែទាំរបស់លោកសាសកាស ជាមហាតលិករបស់ស្តេច និងជាអ្នកថែរក្សាក្រុមមហេសី។ នាងលែងបានចូលទៅគាល់ស្តេចទៀតហើយលើកលែងតែស្តេចសព្វព្រហប្ញទ័យនឹងនាង ហើយហៅចំឈ្មោះរបស់នាង។
EST 2:15	លុះដល់វេននាងអេសធើចូលគាល់ស្តេច (ជាកូនរបស់លោកអប៊ីហែល ដែលត្រូវជាឪពុកមារបស់លោកម៉ាដេកាយ ហើយលោកម៉ាដេកាយបានយកនាងមកចិញ្ចឹម) នាងមិនបានសុំអ្វី ក្រៅពីរបស់ដែលលោកហេកាយជាមហាតលិករបស់ស្តេច​ ជាអ្នកថែរក្សាពួកស្ត្រីបានប្រគល់ឲ្យនោះឡើយ។ នាងអេសធើជាស្រ្តីម្នាក់ ដែលគេស្រលាញ់រាប់អានគ្រប់ៗគ្នា។
EST 2:16	គេបាននាំនាងអេសធើយកទៅថ្វាយស្តេចអហាស៊ូរុស នៅក្នុងរាជវំាង នៅខែទីដប់ គឺខែបុស្សក្នុងឆ្នាំទីប្រាំពីរនៃរជ្ជកាលរបស់ស្តេច។​
EST 2:17	ព្រះរាជាស្រលាញ់នាងអេសធើលើសជាងស្ត្រីឯទៀត ស្តេចគាប់ព្រះហប្ញទ័យនឹងនាង ហើយនាងទទួលបានការសណ្តោសលើសជាងស្រ្តីក្រមុំឯទៀតទាំងអស់។ ហេតុដូច្នេះបានជាស្តេចបំពាក់មកុដរាជ ហើយតាំងនាងឡើងជាអគមហេសីជំនួសព្រះនាងវ៉ាសធី។
