#desc	English to Khmer Dictionary from <a href="https://play.google.com/store/apps/details?id=com.sonveasna.dictionary&hl=en">English Khmer Dictionary</a> by DroidSVS
#priority	2
#en	ipa	khph	desc	tags
bastion	ˌbæstɪən	ˈប៊ែសថៀន	<ul><li><p-n>(noun)</p-n><ol><li><p-l> @កន្លែងដែលទាហានកំពុងការពារ (ឧ. បន្ទាយ) កំពែងសារពើសូត្រ</p-l><p-n>(Fig.)</p-n><p-l> @ទីពំនាក់ ២. វត្ថុឬអ្នកការពារអ្វីដែលកំពុងត្រូវគំរាមគំហែង</li></ol></p-l></li><li>bastioned <p-n>(adjective)</p-n><p-l> @ដែលការពារ </p-l></li></ul>	noun
bastioned			<ul><li>&nbsp;<p-n>(adjective)</p-n><p-l> @ដែលការពារ</p-l></li></ul>	adjective
bat (1)	bæt	ប៊ែតធ៍	<ul><li><p-n>(noun)</p-n><ol><li><p-l> @ព្រនង់​(បេហ្ស៍ប័ល) </p-l>give some one a bat on the head<p-l> @វាយក្បល(នឹងព្រនង់ ឬដំបង) </p-l><br/>~ of wool<p-l> @ផ្ទាំង </p-l>on his bat<p-l> @អាស្រ័យដោយខ្លួនឯង</p-l></li></ol></li></ul>IDIOM<ul><li><p-n>(a)</p-n>off one's own 'bat <p-n>(BrE informal)</p-n><p-l> @ដោយគ្មានការជួប ឬលើកទឹកចិត្តពីអ្នកដទៃ</p-l> <p-n>(b)</p-n><p-n>(right off the 'bat)</p-n><p-l> @ភ្លាមៗ, គ្មានបង្អង់</p-l></li><li><p-n>(transitive verb)</p-n> <p-n>(pt.,pp)</p-n>batted) <ol><li><p-l> @ប្រើព្រនង់</p-l></li><li><p-l> @វាយនឹងព្រនង់, ទះ </p-l></li></ol></li></ul>	noun
bat (2)	bæt	ប៊ែតធ៍	<ul><li><p-n>(noun)</p-n><ol><li><p-l> @ប្រចៀវ, ជ្រឹង​</p-l></li><li></li></ol></li></ul>IDIOM<ul><li>blind as a bat ~ BLEND have bats in the 'sbelfry<p-l> @ឆ្កួតមានគំនិតចំឡែក</p-l></li></ul>	noun
bat (3)	bæt	ប៊ែតធ៍	<ul><li><p-n>(transitive verb)</p-n><p-l>@. មិចភ្នែកដាក់, ញាក់ភ្នែក </p-l>bat one's eyelashes<p-l> @មិចត្របកភ្នែកដាក់</p-l></li></ul>	transitive verb
batch	bætʃ	ប៊ែតធ៍	<ul><li><p-n>(noun)</p-n><ol><li><p-l> @ក្រុមចំនួនដែលដុតបានម្តង, ចំនួននំបុ័ងឬចំនួននំផ្សេងៗ (ដែលលក់មួយលើក) </p-l></li><li><p-l> @ចំនួនវត្ថុ ឬសំភារ:(ដែលបញ្ជូនមួយលើក),ចំនួនមនុស្សមួយក្រុម</p-l> <p-n>(Coll.)</p-n>a whole batch of<p-l> @ច្រើន, ជាច្រើន​</p-l></li><li><p-n>(computing)</p-n><p-l> @លំដាប់នៃការងារដែលត្រូវរៀបចំដោយកុំព្យូទ័រ</p-l></li></ol></li><li>batch processing<p-l> @ប្រព័ន្ធដំណើរការទិន្នន័យ </p-l></li></ul>	noun
bate	beɪt	បេត	<ul><li><p-n>(transitive verb)</p-n><p-l> @ថយចុះ, ចុះតម្លៃ, ថយសម្លេង, បន្លាយ</p-l></li></ul>	transitive verb
bated	ˈbeɪtɪd	ˈបេតឹដ៍	<ul><li><p-n>(adjective)</p-n>&nbsp;</li></ul>IDIOM <ul><li>with bated breath<p-l> @ដោយដកដង្ហើមផុតៗ</p-l></li></ul>	adjective
batement	ˈbeɪtmənt	ˈបេតម៉ឹនធ៍	<ul><li><p-n>(noun)</p-n><p-l> @ការថយចុះ</p-l></li></ul>	noun
bath	bɑːθ; US bæθ	បាស	<ul><li><p-l>@(noun). (pl ~ s;/bɑː&eth;ə; US b&aelig;&eth;z / ១. ការដុះលាងរាងកាយ</p-l> take a bath<p-l> @ងូតទឹក, ការងូតទឹក</p-l></li><li><p-n>(also bathub,tub)</p-n><p-l> @អាងងូតទឹក, ទឹកសំរាប់ងូត </p-l>room with bath<p-l> @បន្ទប់ងូតទឹក, </p-l><br/>draw a ~<p-l> @ទឹកក្នុងអាងសំរាប់ចុះងូត</p-l><p-n>(Mech)</p-n>oil bath<p-l> @ប្រេងដាក់ត្រា </p-l></li><li><p-l> @ភាជន៍សំរាប់ផ្តុកវត្ថុរាវសំរាប់លាងរត្ថុផ្សេងៗ</p-l></li><li>baths <p-n>(pl.)</p-n><p-l> @អគារសាធារណ:ដែលប្រជាជនអាចហែលឬងូតទឹក</p-l></li><li><p-n>(transitive verb. intransitive verb)</p-n><ol><li><p-l> @មុជទឹក, លាងជំរះកាយ </p-l></li><li><p-n>(BrE.)</p-n><p-l> @ងូតទឹកឲ </p-l>bath mat<p-l> @កម្រាលសំរាប់ឲអ្នកក្រោកពីអាងឈរលើ </p-l></li></ol></li></ul>	noun
bathchair	ˈba:θtʃeə(r)	ˈបាសឈែ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @កៅអីសំរាប់ជនពិការ</p-l></li></ul>	noun
bathe	beɪɚ	បេយ៍ថ៍	<ul><li><p-n>(transitive verb)</p-n><ol><li><p-l>@​ផ្ងួតទឹក </p-l><br/>~ a child<p-l> @ងូតទឹកអោយ, ងូតទឹកអោយ </p-l></li><li>a sore with alcohol<p-l> @លាង </p-l></li><li><p-n>(esp. BrE.)</p-n><p-l> @ហែលទឹក (ក្នុងសមុទ្រ), ទន្លេ, បឹង ។ល។)</p-l></li></ol></li><li><p-n>(intransitive verb)</p-n><br/> ~ every night<p-l> @ងូតទឹក</p-l> <p-n>(Cl.)</p-n><p-l> @ស្រង់ទឹក</p-l> <p-n>(Roy.)</p-n><p-l> @ស្រង់ព្រះវារី </p-l><br/>~ in the sun <p-l>@ហាល, សំដិលខ្លួន</p-l> go to bathe<p-l> @ទៅសុំទាន</p-l> </li><li><p-n>(noun)</p-n><p-l> @ការមុជទឹកឬងូតទឹក </p-l><p-n>(ususing )</p-n><p-n>(esp. BrE.)</p-n><p-l> @ការហែលទឹកក្នុងសមុទ្រទន្លេ</p-l></li><li>bathed <p-n>(adjective)</p-n>~ in/ with sth<p-l> @សុទ្ធតែ, មានសុទ្ធតែ, ទទឹកដោយ</p-l></li></ul>	transitive verb
bathed	beɪɚd	ˈបេយដ៍	<ul><li><p-n>(adjective)</p-n>~ in/ with sth<p-l> @សុទ្ធតែ, មានសុទ្ធតែ, ទទឹកដោយ</p-l></li></ul>	adjective
bather	ˈbeɪɚə(r)	ˈបេយ៍ដឺ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @អ្នកងូតទឹក</p-l></li></ul>	noun
bathing	ˈbeɪɚɪŋ	ˈបេយ៍ស៊ីង	<ul><li><p-n>(noun)</p-n><p-l> @ការចុះងូតទឹក (សមុទ្រ, ទន្លេ ។ល។)</p-l></li><li>bathing-cap /ˈbeɪɚɪŋk&aelig;p /<p-l>@[ˈបេយ៍ស៊ីង-ឃែប] (noun). មួកពាក់ហែលទឹកឬងូតទឹក</li><li></p-l>bathing-costume (also bathing dress or bathing suit/ˈ-kʊsju:mɪ/<p-l>@[ˈបេយ៍ស៊ីង-ខូស្តឺម៍] (noun). (BrE.) សំលៀកបំពាក់ហែលទឹក</p-l> = swiming costume<p-l> @សំលៀកបំពាក់ហែលទឹកសំរាប់ស្រ្តី</p-l>  &nbsp; </li></ul>	noun
bathos	ˈbeɪθɒs	ˈបេយ៍ស៊ូស៍	<ul><li><p-n>(noun)</p-n><p-l> @ការខកចិត្ត, ការផ្លាស់ប្តូរភាពដើម​, (ពីល្អទៅអាក្រក់), ផ្នែកខាងក្រោម</p-l></li></ul>	noun
bathrobe	ˈba:θrəʊb	ˈបារ៉ូប	<ul><li><p-n>(noun)</p-n><p-l> @អាវស៊ុលឃុលម៉្យាងសំរាប់ពាក់ទៅបន្ទប់ងូតទឹក</p-l></li></ul>	noun
bathrobe (also rode)	ˈba:θrəʊb	ˈបារ៉ូប៍	<ul><li><p-n>(noun)</p-n><p-l> @សំលៀកបំពាក់សំរាប់ស្លៀកទៅឬមកពីបន្ទប់ទឹកវិញ</p-l></li></ul>	noun
bathroom	ˈba:θrʊ:m ˈបារូម	ˈba:θrʊ:m ˈបារូម	<ul><li><p-n>(noun)</p-n> <ol><li><p-l> @បន្ទប់ទឹក</p-l></li><li><p-n>(Euph)</p-n>go to the bathroom<p-l>@&nbsp; ទៅបង្គន់</p-l></li></ol></li></ul>	noun
bathtub (also bath)	ˈba:θtʌb	ˈបាសថាប់	<ul><li><p-n>(noun)</p-n><p-l> @អាងទឹក, (សំរាប់ចុះងូតទឹក)</p-l></li></ul>	noun
bathy (also batho-)	ˈba:θɪ	ˈបាសធី	<ul><li><p-l>@ជ្រៅ, ជម្រៅ</p-l></li></ul>	
bathyscaph (also bathyscaphe)	ˈbæθɪskæf		<ul><li><p-n>(noun)</p-n><p-l> @គ្រឿងជិះមុជទឹក</p-l></li></ul>	noun
batik	bəˈfi:k; also ˈbætɪk	បឹˈធីខ៍	<ul><li><p-n>(noun)</p-n><p-l> @វិធីផ្តិតពណ៍លើក្រណាត់ ដោយលាយក្រមួនត្រង់កន្លែងមិនផ្តិត, ការបោះពុម្ពលើក្រណាត់ឬខោអាវ ដោយប្រើការនិងស្បៃពឹងលើពន្លឹថ្ងៃ</p-l></li></ul>	noun
batis	bæts	ប៊ែតស៍	<ul><li><p-n>(adjective)</p-n><p-l> @ដែលឆ្កួត, ដែលភ្លីភ្លើ</p-l></li></ul>	adjective
batiste	bæˈti:stˌalso bəˈt-	ប៊ែតˈធិសថឺ	<ul><li><p-n>(noun)</p-n><p-l> @សារូ(សំពត់ឆ្នៃសាច់ម៉ដ្ឋ)</p-l></li></ul>	noun
batman	ˈbætmən	ˈប៊ែតម៉ិន៍	<ul><li><p-n>(noun)</p-n><p-n>(pl.-men/-mən/)</p-n><p-l> @អ្នកបំរើ (ជាពិសេសចំពោះនាយទាហានក្នុងកងទ័ព)</p-l></li></ul>	noun
baton	ˈbætnˌˈbætɒn; US b əˈtɒn	ˈប៊ែថឺន	<ul><li><p-n>(noun)</p-n><ol><li><p-l> @ដំបង (ប្រើដោយប៉ូលីស)</p-l><br/><p-n>(Mil.)</p-n>office's ~<p-l> @ដំបង,ព្រនង់ </p-l></li><li><p-l> @បុគ្គលិកការយាល័យ </p-l></li><li><p-l> @ចង្កឹះខ្លីម៉្យាងដែលគេដែលគេប្រើក្នុងល្បែងហុចបញ្ជាក់គ្នា </p-l><br/></li><li><p-n>(Mus.)</p-n>conductor's ~<p-l> @ចង្កឹះ​(មេភ្លេង)</p-l></li></ol></li></ul>	noun
batoon	ˈbətu:n	ˈប៊េតថូត	<ul><li><p-n>(noun)</p-n><p-l> @ដំបង, ព្រនង់,កថា</p-l></li></ul>	noun
bats	bætsˈ	ប៊ែតស៍	<ul><li><p-n>(adjective)</p-n>~ man<p-l> @ឆ្កួត, ខុសគេ, ភ្លីភ្លើ</p-l></li></ul>	adjective
battalion	bəˈtælɪən	បឹˈធែលៀន	<ul><li><p-n>(noun)</p-n><p-n>(abbr.Bn)</p-n><p-l> @កងវរសេនាតូច</p-l></li><li><p-n>(verb)</p-n><p-l> @រួមបញ្ចូលជាវរសេនាតូច </p-l></li></ul>	noun
batten (1)	ˈbætn	ˈប៊ែថឹន	<ul><li><p-n>(noun)</p-n><p-l> @ក្តារវែង </p-l><br/>strip of ~<p-l> @បន្ទះឈើ </p-l></li><li><p-l> @បន្ទះក្តារឬលោហ:ប្រើសំរាប់ចងគ្របទៅលើគំរបបើកចេញចូលរបស់នាវា</p-l></li><li><p-n>(transitive verb)</p-n>~ sth <p-n>(down)</p-n><p-l> @បិទវាយបន្ទះឈើបិទ</p-l> <p-n>(Naut.)</p-n>batten down <p-n>(the hatches)</p-n><p-l> @បិទ </p-l></li><li><p-n>(intransitive verb)</p-n><p-l> @ស៊ីបាយ, ស៊ីច្រើន</p-l></li></ul>	noun
batten (2)	ˈbætn	ˈប៊ែថឹន	<ul><li><p-n>(verb)</p-n>~ on sb/sth<p-l> @រស់នៅយ៉ាងស្រួលដោយប្រើប្រាស់លុយកាកអ្នកដទៃ។ល។</p-l></li></ul>	verb
batter (1)	ˈbætn(r)	ˈប៊ែថឹន(រ)	<ul><li><p-n>(transitive verb)</p-n><ol><li>~ <p-n>(at/on)</p-n>sth<p-l> @វាយផ្ទួនៗ </p-l><br/><p-n>(Mech.)</p-n>~ a rivet<p-l>@&nbsp; វាយ​(ទាល់តែសំប៉ែត) ២​. winds ~ the house ធ្វើអោយខូតខាត</li></ol></p-l></li><li>battered <p-n>(adjective)</p-n><p-l> @ដែលវាយតប់, ដែលវាយផ្ទួនៗ</p-l></li><li>battering-ram /ˈb&aelig;təɪŋr&aelig;m/<p-l> @[ ˈប៊ែថឺរ៉ីងរេម]</p-l> <p-n>(noun)</p-n><p-l> @គល់ឈើដែលមានដែកខាងចុងសំរាប់បុកទំលាយទ្វាកំពែង </p-l></li></ul>	transitive verb
batter (2)	ˈbætə(r)	ˈប៊ែថឺ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @ម្សៅលាយទឹក</p-l></li></ul>	noun
batter (3)	ˈbætə(r)	ˈប៊ែថឺ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @អ្នកវាយនឹងដំបង</p-l></li></ul>	noun
battered			<ul><li>&nbsp;<p-n>(adjective)</p-n><p-l> @ដែលវាយតប់, ដែលវាយផ្ទួនៗ</p-l></li></ul>	adjective
battery	ˈbætərɪ	ˈប៊ែថឺរី	<ul><li><p-n>(noun)</p-n><ol><li>car ~<p-l> @ធុងអាគុយ </p-l><p-n>(Lit.)</p-n><p-l> @សមាច័យករ </p-l><br/>flashlight ~<p-l> @ថ្មពិល, ពិល </p-l></li><li> <p-n>(Mil.)</p-n>battery of guns<p-l> @កាំភ្លើងធំមួយកង </p-l><p-n>(Law)</p-n>assault and battery<p-l> @ការវាយតប់រំលោភ </p-l></li><li><p-l> @អ្វីដែលស្រដៀងគ្នាហើយធ្វើធ្វើបាបយ៉ាងខ្លាំង, ការរំលោភលើរូបកាយ</p-l></li></ol></li></ul>	noun
battiness			<ul><li>&nbsp;<p-n>(noun)</p-n><p-l> @ភាពឆ្កូត, ភាពភ្លីភ្លើ</p-l></li></ul>	noun
batting	ˈbætɪŋ	ˈប៊ែធីង	<ul><li><p-n>(noun)</p-n><p-l> @បន្ទះសំឡីឬរោមចៀម</p-l></li><li>battery farm <p-n>(noun)</p-n><p-n>(BrE.)</p-n><p-l> @កសិដ្ឋានដែលមានមាន់ច្រើនត្រូវក្រុងក្នុងទ្រុង </p-l></li><li>battery farming <p-n>(noun)</p-n><p-l> @ការចិញ្ចឹមមាន់ដោយក្រុងក្នុងទ្រុង</p-l></li></ul>	noun
battle	ˈbætl	ˈប៊ែថល	<ul><li><p-n>(noun)</p-n><p-l> @ការប្រយុទ្ធ</p-l></li><li><p-n>(transitive verb)</p-n>~ <p-n>(with/against sb/sth)</p-n><p-n>(for sth)</p-n>; ~ <p-n>(on)</p-n><p-l> @តស៊ូ </p-l><br/>~ the enemy<p-l> @ប្រយុទ្ធ</p-l><br/> ~ crime<p-l> @បង្រ្កាប </p-l></li><li><p-n>(intransitive verb)</p-n>~ valiantly<p-l> @ប្រយុទ្ធ </p-l><br/>~ for rights<p-l> @តស៊ូ </p-l>engage in a battle<p-l> @ច្បានងគ្នាតតាំងគ្នា </p-l><br/>give ~ battle<p-l> @ចូលប្រយុទ្ធ </p-l></li><li>battle -axe <p-n>(noun)</p-n><p-l> @ពូថៅយ៉ាងធំ (កាលជំនាន់ដើមប្រើជាអាវុធ)​</p-l><p-n>(Sl.)</p-n><p-l> @ស្រីគួរខ្លាច </p-l></li><li>battle-cruiser <p-n>(noun)</p-n><p-l> @នាវាចម្បាំង </p-l></li><li>battle-cry <p-n>(noun)</p-n><p-l> @ការស្រែករួបរួមកំលាំងក្នុងសមរភូមិ</p-l>​<p-n>(Fig.)</p-n><p-l> @ពាក្យស្លោក </p-l></li><li>battledress <p-n>(noun)</p-n><p-l> @ឯសណ្ឋានទាហាន </p-l></li></ul>	noun
battlefield	ˈbætliːld	ˈប៊ែថលហ្វ៊ីលដ៍	<ul><li><p-n>(noun)</p-n><p-n>(also battleground)</p-n><p-l> @សមរភូមិ, លានប្រយុទ្ធ </p-l><p-n>(Lit.)</p-n><p-l> @រឿណរង្គ</p-l></li></ul>	noun
battleship	ˈbætlmənts	ˈប៊ែថលម៉ឺនធ៍​	<ul><li><p-n>(noun)</p-n><p-n>(Usu.pl)</p-n><p-l> @រន្ធតាមកំពែង (សំរាប់បាញ់សត្រូវ)</p-l></li></ul>	noun
battleship	ˈbætlʃɪp	ˈប៊ែថលស្ហ៊ិប	<ul><li><p-n>(noun)</p-n><p-l>@គ្រោះ,សំរាប់ការពារខ្លួនមនុស្ស, នាវា, រថយន្ត, ស្រោមរឹងរបស់សត្វជំពូកខ្លះ, នាវាចម្បាំង</p-l></li></ul>	noun
batty	ˈbætɪ	ˈប៊ែធី	<ul><li><p-n>(adjective)</p-n><p-n>(-ier,-iest)</p-n><p-n>(Sl.)</p-n><p-l> @ឆ្កួត, ភ្លីភ្លើ</p-l></li><li>battiness <p-n>(noun)</p-n><p-l> @ភាពឆ្កូត, ភាពភ្លីភ្លើ </p-l></li></ul>	adjective
bauble	ˈbɔːbl	ˈបបល	<ul><li><p-n>(noun)</p-n><p-l> @គ្រឿងតុបតែងឥតតម្លៃ, ឈើសំរាប់កាន់របស់អ្នកកំប្លែង, ល្បែងក្មេងលេង, វត្ថុកំប៉ិកកំប៉ុក</p-l></li></ul>	noun
baud	bəʊd	បក់ដ៍	<ul><li><p-n>(noun)</p-n><p-l> @ខ្នាតដែលគេប្រើដើម្បីវាស់ល្បឿន នៃគ្រឿងបញ្ជូនឯកសារនៅក្នុងការធ្វើការទាក់ទងគ្នាតាមរយះខ្សែកាប</p-l></li></ul>	noun
baudery	ˈbəʊdərɪ	ˈបក់ដ៍ឌឹរី	<ul><li><p-n>(noun)</p-n><p-l> @ការរីករាយ</p-l></li></ul>	noun
baulk,bajk	bɔːk	បកខ៍	<ul><li><p-n>(noun)</p-n><p-l> @ភ្លឺស្រែ, ទំនប់ស្រែ</p-l></li><li><p-n>(verb)</p-n><ol><li>~ <p-n>(at sth)</p-n><p-l> @មិនចង់ធ្វើអ្វីមួយដោយវាលំបាក, គ្រោះថ្នាក់ ឬដោយមិនពេញចិត្ត</p-l> </li><li><p-n>(dated)</p-n><p-l> @រាំងស្ទះ</p-l><br/> ~ sb of sth<p-l> @មិនអោយនរណាម្នាក់ធ្វើអ្វីមួយ </p-l></li></ol></li></ul>	noun
bauxite	ˈbɔːksaɪt	ˈបកខ៍សាយធ៍	<ul><li><p-n>(noun)</p-n><p-l> @បុកស៊ីត</p-l></li></ul>	noun
bawdily			<ul><li>&nbsp;<p-n>(adjective)</p-n><p-l> @យ៉ាងអាគ្រាម, យ៉ាងថោកទាប</p-l></li><li>bawdiness <p-n>(noun)</p-n><p-l> @ភាពអាគ្រាម, ភាពថោកទាប</p-l></li></ul>	adjective
bawdy	ˈbɔːdɪ	ˈបឌី	<ul><li><p-n>(adjective)</p-n><p-n>(-ier,-iest)</p-n><p-l> @អាសគ្រាម</p-l></li><li><p-n>(noun)</p-n><p-l> @ការនិយាយរឿងអាគ្រាម, ថោកទាប, បាតផ្សារ</p-l></li><li>bawdily <p-n>(adjective)</p-n><p-l> @យ៉ាងអាគ្រាម, យ៉ាងថោកទាប</p-l></li><li>bawdiness <p-n>(noun)</p-n><p-l> @ភាពអាគ្រាម, ភាពថោកទាប </p-l></li></ul>	adjective
bawl	bɔːl	ˈបល	<ul><li><p-n>(transitive verb)</p-n>~ <p-n>(sth)</p-n><p-n>(out)</p-n><p-l> @យំ ឬ ស្រែកយ៉ាងខ្លាំង </p-l>bawl out <p-n>( a commend)</p-n><p-l> @ស្រែកយ៉ាងខ្លាំង </p-l><p-n>(Coll.)</p-n>bawl out <p-n>(a subordinate)</p-n><p-l> @ឡូឡាដាក់</p-l></li><li><p-n>(intransitive verb)</p-n>cattle ~ <p-l>@រោទិ៍</p-l><br/> <p-n>(Coll.)</p-n>children ~<p-l> @ស្រែកយំ, ទ្រហោយំ</p-l></li><li><p-n>(noun)</p-n><p-l> @មេបន់ស្រី, សំរែកខ្លំាងឬជំទាល </p-l></li></ul>	transitive verb
bay			<ul><li><p-n>(intransitive verb)</p-n><p-l> @លូរ</p-l></li></ul>	intransitive verb
