(42) @LUK 5:5	<p-n>@Lucas 5:5</p-n>	Simón le dijo: "Maestro, nosotros trabajamos toda la noche y nada hemos pescado, pero en tu palabra, yo echaré las redes."
(42) @LUK 5:6	<p-n>@Lucas 5:6</p-n>	Cuando lo hicieron, reunieron una cantidad muy grande de peces y sus redes se estaban rompiendo.
(42) @LUK 5:7	<p-n>@Lucas 5:7</p-n>	Entonces hicieron gestos a sus compañeros en las otras barcas para que vinieran y los ayudaran. Ellos vinieron y llenaron ambos barcos, así que comenzaron a hundirse.
(42) @LUK 5:8	<p-n>@Lucas 5:8</p-n>	Pero Simón Pedro, cuando vio esto, cayó de rodillas ante Jesús, diciendo: "Apártate de mí, porque soy un hombre pecador, Señor."
(42) @LUK 5:9	<p-n>@Lucas 5:9</p-n>	Pues él, y todos los que estaban con él, estaban asombrados por la pesca que ellos habían hecho.
(42) @LUK 5:10	<p-n>@Lucas 5:10</p-n>	Esto incluía a Jacobo (Santiago) y Juan, hijos de Zebedeo, quienes eran compañeros de Simón. Y Jesús dijo a Simón: "No tengas miedo, porque desde ahora serás pescador de hombres."
(42) @LUK 5:11	<p-n>@Lucas 5:11</p-n>	Cuando ellos trajeron sus barcas a tierra, dejaron todo y lo siguieron.
(42) @LUK 5:12	<p-n>@Lucas 5:12</p-n>	Sucedió, que mientras Él estaba en una de las ciudades, un hombre lleno de lepra estaba allí. Cuando el vio a Jesús, él cayó sobre su rostro y le imploró, diciendo: "Señor, si quieres, Tú puedes limpiarme"
(42) @LUK 5:13	<p-n>@Lucas 5:13</p-n>	Entonces Jesús extendió su mano y lo tocó, diciendo: "Yo quiero. Sé limpio." E inmediatamente la lepra lo dejó.
(42) @LUK 5:14	<p-n>@Lucas 5:14</p-n>	Él le dio instrucciones de no decirle a nadie, pero le dijo: "Ve por tu camino y muéstrate al sacerdote y ofrece un sacrificio por tu limpieza, de acuerdo con lo que Moisés mandó, para testimonio de ellos."
(42) @LUK 5:15	<p-n>@Lucas 5:15</p-n>	Pero la noticia sobre Él se difundió aún más lejos y grandes multitudes vinieron para escucharlo enseñar y para ser sanados de sus enfermedades.
(42) @LUK 5:16	<p-n>@Lucas 5:16</p-n>	Pero Él a menudo se retiraba a los lugares desiertos y oraba.
(42) @LUK 5:17	<p-n>@Lucas 5:17</p-n>	Y sucedió que uno de esos días en que Él estaba enseñando, y había allí Fariseos y maestros de la ley sentados quienes habían venido de diferentes pueblos de las regiones de Galilea y Judea y también de la ciudad de Jerusalén. El poder del Señor estaba con Él para sanar.
(42) @LUK 5:18	<p-n>@Lucas 5:18</p-n>	Ahora, vinieron algunos hombres, cargando en una camilla a un hombre que era paralítico y ellos buscaban traerlo al interior con el fin de acostarlo frente a Jesús.
(42) @LUK 5:19	<p-n>@Lucas 5:19</p-n>	Ellos no pudieron, por causa de la multitud, así que subieron a la azotea y bajaron al hombre a través de un hueco en el tejado, en su camilla, en medio de las personas, justo frente a Jesús.
(42) @LUK 5:20	<p-n>@Lucas 5:20</p-n>	Viendo su fe, Jesús dijo: "Hombre, tus pecados son perdonados".
(42) @LUK 5:21	<p-n>@Lucas 5:21</p-n>	Los escribas y los fariseos comenzaron a preguntar esto, diciendo: "¿Quién es éste que habla blasfemias? ¿Quién puede perdonar pecados, sino solamente Dios?"
(42) @LUK 5:22	<p-n>@Lucas 5:22</p-n>	Pero Jesús, percibiendo lo que ellos estaban pensando, contestó y dijo: "¿Por qué cuestionan esto en sus corazones?
(42) @LUK 5:23	<p-n>@Lucas 5:23</p-n>	¿Qué es más fácil decir: 'Tus pecados son perdonados,' o decir: 'Levántate y camina?'
(42) @LUK 5:24	<p-n>@Lucas 5:24</p-n>	Pero para que ustedes sepan que el Hijo del Hombre tiene autoridad en la tierra para perdonar pecados, Yo te digo a ti: 'Levántate, toma tu camilla, y vete a tu casa.'"
(42) @LUK 5:25	<p-n>@Lucas 5:25</p-n>	Inmediatamente él se levantó frente a todos ellos, recogió la camilla donde él se acostaba; regresó a su casa, glorificando a Dios.
(42) @LUK 5:26	<p-n>@Lucas 5:26</p-n>	Todos estaban asombrados y glorificaban a Dios. Estaban llenos de miedo, diciendo: "Nosotros hemos visto cosas extraordinarias hoy."
(42) @LUK 5:27	<p-n>@Lucas 5:27</p-n>	Después que estas cosas pasaron, Jesús salió de allí y vio un colector de impuestos llamado Leví sentado en la tienda de los colectores de impuestos. Él le dijo: "Sígueme."
(42) @LUK 5:28	<p-n>@Lucas 5:28</p-n>	Así que Leví se levantó y lo siguió, dejando todo atrás.
(42) @LUK 5:29	<p-n>@Lucas 5:29</p-n>	Entonces Leví preparó un gran banquete para Jesús. Allí había muchos recaudadores de impuestos y otras personas quienes estaban reclinadas a la mesa y comiendo con ellos.
(42) @LUK 5:30	<p-n>@Lucas 5:30</p-n>	Pero los fariseos y los escribas se quejaban a sus discípulos, diciendo: "¿Por qué ustedes comen y beben con los recaudadores de impuestos y otras personas pecadoras?
(42) @LUK 5:31	<p-n>@Lucas 5:31</p-n>	Jesús les contestó: "Las personas que están en buena salud no necesitan un médico, sólo las personas que están enfermas necesitan uno.
(42) @LUK 5:32	<p-n>@Lucas 5:32</p-n>	Yo no vine a llamar a personas justas para arrepentirse, sino a llamar pecadores para arrepentirse."
(42) @LUK 5:33	<p-n>@Lucas 5:33</p-n>	Ellos le dijeron: "Los discípulos de Juan a menudo ayunan y oran y los discípulos de los fariseos hacen lo mismo. Pero tus discípulos comen y beben."
(42) @LUK 5:34	<p-n>@Lucas 5:34</p-n>	Jesús dijo a ellos: "¿Puede alguno hacer que los asistentes de la boda ayunen, mientras el novio está todavía con ellos?
(42) @LUK 5:35	<p-n>@Lucas 5:35</p-n>	Pero los días vendrán cuando el novio les será quitado, entonces en estos días ellos ayunarán."
(42) @LUK 5:36	<p-n>@Lucas 5:36</p-n>	Entonces Jesús también dijo una parábola a ellos: "Ningún hombre corta un pedazo de tela de una prenda nueva y la utiliza para arreglar una prenda vieja. Si hace esto, él desgarraría la prenda vieja pues el pedazo de ropa de la nueva se encojerá.
(42) @LUK 5:37	<p-n>@Lucas 5:37</p-n>	Además, ningún hombre pone un vino nuevo dentro de un odre viejo. Si él hace esto, el vino nuevo romperá los odres y el vino se derramaría y el odre se perdería.
(42) @LUK 5:38	<p-n>@Lucas 5:38</p-n>	Pero el vino nuevo debe ser puesto en odres nuevos.
(42) @LUK 5:39	<p-n>@Lucas 5:39</p-n>	Ningún hombre, después de beber vino viejo, desea el vino nuevo, porque dice: 'El viejo es mejor.'"
(42) @LUK 6:1	<p-n>@Lucas 6:1</p-n>	Ahora, sucedió en un día de reposo, que Jesús iba por unos campos sembrados y sus discípulos recogían las espigas, frotándolas entre sus manos y comiendo el grano.
(42) @LUK 6:2	<p-n>@Lucas 6:2</p-n>	Pero algunos de los fariseos decían: "¿Por qué hacen algo que no les es lícito hacer en el día del día de reposo?"
(42) @LUK 6:3	<p-n>@Lucas 6:3</p-n>	Jesús, contestándoles, dijo: "¿Ustedes aún no han leído lo que David hizo cuando tuvo hambre, él y los hombres quienes estaban con él?
(42) @LUK 6:4	<p-n>@Lucas 6:4</p-n>	Él entró a la casa de Dios y tomó el pan de la presencia y comió algunos de ellos y también dio algunos a los hombres que estaban con él para que comieran, aunque solo le era lícito a los sacerdotes comerlo."
(42) @LUK 6:5	<p-n>@Lucas 6:5</p-n>	Luego Él les dijo: "El Hijo del Hombre es Señor del día de reposo."
(42) @LUK 6:6	<p-n>@Lucas 6:6</p-n>	Sucedió en otro sábado, que Él entró a la sinagoga y enseñó a la gente de allí. Había allí un hombre cuya mano derecha estaba seca.
(42) @LUK 6:7	<p-n>@Lucas 6:7</p-n>	Los escribas y fariseos velaban de cerca para ver si Él sanaba alguien en el sábado, para que así ellos pudieran encontrar una razón para acusarlo.
(42) @LUK 6:8	<p-n>@Lucas 6:8</p-n>	Pero Él sabía lo que ellos estaban pensando y le dijo al hombre cuya mano estaba seca: "Levántate, y párate aquí en medio de todos." Así el hombre se levantó y estuvo allí de pie.
(42) @LUK 6:9	<p-n>@Lucas 6:9</p-n>	Jesús les dijo a ellos: "Yo les pregunto, ¿es lícito en el sábado hacer bien o hacer daño, para salvar una vida o para destruirla?"
(42) @LUK 6:10	<p-n>@Lucas 6:10</p-n>	Luego, miró alrededor a todos ellos y le dijo al hombre: "Extiende tu mano." Él lo hizo, y su mano fue restaurada.
(42) @LUK 6:11	<p-n>@Lucas 6:11</p-n>	Pero ellos estaban llenos de ira, y hablaban entre ellos sobre qué podrían hacerle a Jesús.
(42) @LUK 6:12	<p-n>@Lucas 6:12</p-n>	Pasó en esos días que Él salió al monte para orar. Él continuó orando a Dios toda la noche.
(42) @LUK 6:13	<p-n>@Lucas 6:13</p-n>	Cuando se hizo de día, Él llamó a sus discípulos y seleccionó doce de ellos, a quienes Él también llamó apóstoles.
(42) @LUK 6:14	<p-n>@Lucas 6:14</p-n>	Los nombres de los apóstoles eran Simón (a quien Él también llamó Pedro) y su hermano, Andrés, Jacobo (Santiago), Juan, Felipe, Bartolomé,
(42) @LUK 6:15	<p-n>@Lucas 6:15</p-n>	Mateo, Tomás, Jacobo (Santiago) el hijo de Alfeo, Simón, quién era llamado el Zelote,
(42) @LUK 6:16	<p-n>@Lucas 6:16</p-n>	Judas, el hijo de Jacobo (Santiago) y Judas Iscariote, quien se convirtió en un traidor.
(42) @LUK 6:17	<p-n>@Lucas 6:17</p-n>	Luego Jesús bajó del monte con ellos y se paró en un lugar llano, con una gran multitud de Sus discípulos y un gran número de gente de Judea, Jerusalén y de la costa del mar de Tiro y Sidón.
(42) @LUK 6:18	<p-n>@Lucas 6:18</p-n>	Ellos habían venido a escucharlo y ser sanados de sus enfermedades. Gente que estaba perturbada con espíritus impuros también fue sanada.
(42) @LUK 6:19	<p-n>@Lucas 6:19</p-n>	Todos en la multitud siguieron intentando tocarlo porque poder para sanar salía de Él y los sanaba a todos ellos.
(42) @LUK 6:20	<p-n>@Lucas 6:20</p-n>	Entonces Él miró a Sus discípulos, y dijo: "Bienaventurados son ustedes que son pobres, pues de ustedes es el reino de Dios.
(42) @LUK 6:21	<p-n>@Lucas 6:21</p-n>	Bienaventurados los que tienen hambre ahora, pues ustedes serán saciados. Bienaventurados son ustedes que ahora lloran, pues ustedes reirán.
(42) @LUK 6:22	<p-n>@Lucas 6:22</p-n>	Bienaventurados son ustedes cuando la gente los odie y cuando ellos los excluyan y los insulten, a causa del Hijo del Hombre.
(42) @LUK 6:23	<p-n>@Lucas 6:23</p-n>	Regocíjense en ese día y salten de gozo, porque ustedes seguramente tendrán una gran recompensa en el cielo, pues sus antepasados trataron los profetas en la misma manera.
(42) @LUK 6:24	<p-n>@Lucas 6:24</p-n>	Pero ¡ay de ustedes quienes son ricos!, pues ya han tenido su consuelo.
(42) @LUK 6:25	<p-n>@Lucas 6:25</p-n>	¡Ay de ustedes quienes ahora están llenos!, pues tendrán hambre luego. ¡Ay de ustedes quienes ríen ahora!, pues se lamentarán y llorarán luego.
(42) @LUK 6:26	<p-n>@Lucas 6:26</p-n>	¡Ay de ustedes!, cuando todos los hombres hablen bien de ustedes, pues así trataron sus antepasados a los falsos profetas.
(42) @LUK 6:27	<p-n>@Lucas 6:27</p-n>	Pero yo les digo a ustedes quienes están escuchando, amen a sus enemigos y hagan bien a quienes los odian.
(42) @LUK 6:28	<p-n>@Lucas 6:28</p-n>	Bendigan a quienes los maldicen y oren por quienes los maltratan.
(42) @LUK 6:29	<p-n>@Lucas 6:29</p-n>	Al que les golpee en una mejilla, ofrézcanle también la otra. Si alguien les quita su capa, no le retengas tampoco tu túnica.
(42) @LUK 6:30	<p-n>@Lucas 6:30</p-n>	Denle a todos los que le pidan. Si alguien les quita algo que es de ustedes, no le pidas que te lo devuelva.
(42) @LUK 6:31	<p-n>@Lucas 6:31</p-n>	Como ustedes quieren que la gente les hagan a ustedes, háganle igual a ellos.
(42) @LUK 6:32	<p-n>@Lucas 6:32</p-n>	Si ustedes solo aman a la gente que los aman, ¿qué mérito tiene esto para ustedes? Pues aún los pecadores aman a quienes los aman.
(42) @LUK 6:33	<p-n>@Lucas 6:33</p-n>	Si ustedes solamente hacen bien a las personas que les hacen bien, ¿qué mérito tiene esto para ustedes? Pues aún los pecadores hacen lo mismo.
(42) @LUK 6:34	<p-n>@Lucas 6:34</p-n>	Si ustedes solamente le prestan cosas a gente que ustedes esperan que se las devuelvan, ¿qué mérito tiene esto para ustedes? Aún los pecadores prestan a pecadores y esperan que le devuelvan la misma cantidad.
(42) @LUK 6:35	<p-n>@Lucas 6:35</p-n>	Pero amen a sus enemigos y háganles bien. Presten, no esperando nada devuelto y su recompensa será grande, y ustedes serán hijos del Altísimo, pues Él mismo es amable con los ingratos y la gente malvada.
(42) @LUK 6:36	<p-n>@Lucas 6:36</p-n>	Sean misericordiosos, tal como su Padre es misericordioso.
(42) @LUK 6:37	<p-n>@Lucas 6:37</p-n>	No juzguen y ustedes no serán juzgados. No condenen y no serán condenados. Perdonen a otros y serán perdonados.
(42) @LUK 6:38	<p-n>@Lucas 6:38</p-n>	Den, y se les dará a ustedes. Una cantidad generosa, compactada, remecida y derramada, será vertida en su regazo. Pues con la medida que ustedes midan, serán medidos ustedes."
(42) @LUK 6:39	<p-n>@Lucas 6:39</p-n>	Entonces Él también les dijo una parábola. "¿Puede un ciego guiar a otro ciego? Si lo hiciera, ambos caerían a un hoyo, ¿no es así?
(42) @LUK 6:40	<p-n>@Lucas 6:40</p-n>	Un discípulo no es mayor que su maestro, pero todos, cuando son completamente instruidos, serán como su maestro.
(42) @LUK 6:41	<p-n>@Lucas 6:41</p-n>	¿Y por qué ustedes miran la paja que está en el ojo de tu hermano, pero no notan el tronco que está en sus propios ojos?
(42) @LUK 6:42	<p-n>@Lucas 6:42</p-n>	¿Cómo puedes decirle a tu hermano: "Hermano, ¿déjame sacar la paja que está en tu ojo,” cuando tú mismo no ves el tronco que está en tu propio ojo? ¡Ustedes hipócritas! Primero saquen el tronco de sus propios ojos, y luego ustedes verán claramente para sacar la paja, que está en el ojo de su hermano.
(42) @LUK 6:43	<p-n>@Lucas 6:43</p-n>	Pues, no hay árbol bueno que produzca fruto malo, ni tampoco hay un árbol malo que produzca buen fruto.
(42) @LUK 6:44	<p-n>@Lucas 6:44</p-n>	Pues, cada árbol es conocido por el tipo de fruto que produce. Pues, la gente no recoge higos de un espino, ni recoge uvas de una zarza.
(42) @LUK 6:45	<p-n>@Lucas 6:45</p-n>	El hombre bueno, del buen tesoro de su corazón produce lo que es bueno, y el hombre malo, del tesoro malo de su corazón produce lo que es malo. Pues, de la abundancia de su corazón habla su boca.
(42) @LUK 6:46	<p-n>@Lucas 6:46</p-n>	¿Por qué ustedes me llaman, "Señor, Señor”, y, sin embargo, ¿no obedecen las cosas que yo les digo?
(42) @LUK 6:47	<p-n>@Lucas 6:47</p-n>	Toda persona que viene a mí y escucha mis palabras y las obedece, yo les diré como es.
(42) @LUK 6:48	<p-n>@Lucas 6:48</p-n>	Él es como un hombre que construye una casa, que cavó profundo en la tierra y construyó el fundamento de la casa sobre roca sólida. Cuando vino una inundación, la corriente de las aguas fluyó contra esa casa, pero no pudo sacudirla, porque había sido bien construida.
(42) @LUK 6:49	<p-n>@Lucas 6:49</p-n>	Pero la persona que oye mis palabras y no las obedece, es como un hombre que construyó una casa sobre la tierra sin un fundamento. Cuando el torrente de agua dió contra esa casa, ésta inmediatamente colapsó, y la ruina de esa casa fue completa."
(42) @LUK 7:1	<p-n>@Lucas 7:1</p-n>	Después que Jesús terminó todo lo que estaba diciéndole a la gente, entró a Capernaúm.
(42) @LUK 7:2	<p-n>@Lucas 7:2</p-n>	Ahora un centurión tenía un siervo, que era altamente preciado para él, estaba enfermo y a punto de morir.
(42) @LUK 7:3	<p-n>@Lucas 7:3</p-n>	Cuando el centurión escuchó acerca de Jesús, envió ancianos de los judíos, pidiéndole que viniera y sanara a su siervo.
(42) @LUK 7:4	<p-n>@Lucas 7:4</p-n>	Cuando ellos vinieron a Jesús, le pidieron encarecidamente, diciendo: "Él es digno de que hagas esto por él,
(42) @LUK 7:5	<p-n>@Lucas 7:5</p-n>	porque él ama a nuestra nación y es el que construyó la sinagoga para nosotros."
(42) @LUK 7:6	<p-n>@Lucas 7:6</p-n>	Así que Jesús continuó su camino con ellos. Pero cuando Él no estaba lejos de la casa, el centurión envió amistades para decirle: "Señor, no te molestes, porque no soy digno de que entres bajo mi techo.
(42) @LUK 7:7	<p-n>@Lucas 7:7</p-n>	Por esta razón ni siquiera me consideré digno de venir a ti, pero sólo di una palabra y mi siervo será sanado.
(42) @LUK 7:8	<p-n>@Lucas 7:8</p-n>	Pues yo también soy un hombre que está bajo autoridad, con soldados bajo mi mando. Le digo a éste: "Ve", y él va, y a otro, "Ven", y él viene, y a mi siervo, "Haz esto," y él lo hace."
(42) @LUK 7:9	<p-n>@Lucas 7:9</p-n>	Cuando Jesús escuchó esto, estaba asombrado de él y tornándose a la multitud que le seguía dijo: "Les digo, ni siquiera en Israel he hallado tal fe."
(42) @LUK 7:10	<p-n>@Lucas 7:10</p-n>	Y cuando aquellos que fueron enviados retornaron a la casa, ellos encontraron al siervo sano.
(42) @LUK 7:11	<p-n>@Lucas 7:11</p-n>	Algún tiempo después de eso Jesús fue a un pueblo llamado Naín, y sus discípulos y una gran multitud fue con Él.
(42) @LUK 7:12	<p-n>@Lucas 7:12</p-n>	Según Él se acercaba a puerta del pueblo, he aquí, un hombre que había muerto era cargado, el único hijo de su madre (quien era una viuda), y una gran multitud del pueblo estaba con ella.
(42) @LUK 7:13	<p-n>@Lucas 7:13</p-n>	Cuando el Señor la vio, fue profundamente movido a compasión por ella y le dijo: "No llores."
(42) @LUK 7:14	<p-n>@Lucas 7:14</p-n>	Entonces Él se acercó y tocó el marco de madera en el cual cargaban el cuerpo, y aquellos que lo cargaban se detuvieron. Él dijo: "Joven, a ti te digo, levántate."
(42) @LUK 7:15	<p-n>@Lucas 7:15</p-n>	El hombre muerto se sentó y comenzó a hablar y Jesús lo entregó a su madre.
(42) @LUK 7:16	<p-n>@Lucas 7:16</p-n>	Entonces el temor sobrevino a todos, y continuaron alabando a Dios, diciendo: "Un gran profeta se ha levantado entre nosotros", y "Dios ha cuidado a Su gente."
(42) @LUK 7:17	<p-n>@Lucas 7:17</p-n>	Esta noticia acerca de Jesús se esparció a través de toda Judea y las regiones vecinas.
(42) @LUK 7:18	<p-n>@Lucas 7:18</p-n>	Los discípulos de Juan le dijeron sobre todas estas cosas.
(42) @LUK 7:19	<p-n>@Lucas 7:19</p-n>	Entonces Juan llamó dos de sus discípulos y los envió al Señor para decir: "¿Eres tú el que habrá de venir, o hay algún otro que deberíamos esperar?"
(42) @LUK 7:20	<p-n>@Lucas 7:20</p-n>	Cuando ellos se acercaron a Jesús, le dijeron: "Juan el Bautista nos ha enviado para preguntarte: "¿Eres tú el que habría de venir o debemos esperar a otro? ´"
(42) @LUK 7:21	<p-n>@Lucas 7:21</p-n>	En esa hora Él sanó a mucha gente de enfermedades y aflicciones y de espíritus malignos, y a muchas personas ciegas le dio la vista.
(42) @LUK 7:22	<p-n>@Lucas 7:22</p-n>	Jesús contestó y les dijo: "Después de haber seguido su camino, informen a Juan lo que han visto y oído. Gente ciega está recibiendo la vista, gente coja está caminando, leprosos están siendo limpiados, gente sorda está escuchando, gente muerta está siendo regresada a la vida, y gente necesitada se les está diciendo las buenas nuevas.
(42) @LUK 7:23	<p-n>@Lucas 7:23</p-n>	La persona que no deja de creer en mí debido a mis acciones, es bendecida."
(42) @LUK 7:24	<p-n>@Lucas 7:24</p-n>	Después que los mensajeros de Juan se habían ido, Jesús comenzó a decir a las multitudes acerca de Juan: "¿Qué ustedes salieron a ver al desierto? ¿Una caña sacudida por el viento?
(42) @LUK 7:25	<p-n>@Lucas 7:25</p-n>	Pero ¿qué salieron a ver? ¿Un hombre vestido de vestiduras suaves? Miren, esos que visten con ropas espléndidas y viven en lujos, están en los palacios de reyes.
