अचंभे	Aback
बलहीन बनान	Debilitate
कमजोर	Debilitated
दुर्बलता	Debilitation
दुर्बलता	Debility
डेबिट	Debit
दबोरा	Deborah
भग्नावशेष	Debris
ऋण	Debt
ऋणी	Debtor
ध्वस्त	Debunk
शुरुवात	Debut
डेब्यू	Debutant
दशक	Decade
अपकर्षी	Decadent
दशभुज	Decagon
लागले	Decapsulate
क्षय	Decay
मौत	Decease
मृतक	Deceased
छल	Deceit
छली	Deceitful
धोका	Deceive
धोकेबाजले	Deceiver
धोका	Deceiving
मंदी	Deceleration
डिसेम्बर	December
शालीनता	Decency
दस	Decennia
सभ्य	Decent
शिष्टतापूर्वक	Decently
विकेन्द्रीकरण	Decentralization
छलछाम	Deception
भ्रामक	Deceptive
जोर	Decibel
निर्णय	Decide
निर्णय	Decided
पक्कै	Decidedly
विजयले	Decider
पर्णपाती	Deciduous
दशमलव	Decimal
डेसीमलाइज	Decimalize
स्वाहा	Decimate
नाश	Decimation
बुझ्न	Decipher
योग्य	Decipherable
निर्णय	Decision
निर्णायक	Decisive
निर्णायक	Decisively
निर्णायकपन	Decisiveness
डेक	Deck
पनि शामिल	Decked
अलंकार	Decking
घोषणा	Declaration
कथात्मक	Declarative
घोषणा	Declare
घोषणा	Declared
ढाल	Declension
नयाँविचलन	Declination
अस्वीकरण	Declinature
गिरावट	Decline
अस्वीकार	Declined
ढालू	Declivous
विसंकेतन	Decode
रंग बिगाडना	Decoloration
रंग हटान	Decolorize
विघटित	Decompose
विघटित	Decomposed
सडन	Decomposition
असंपीडन	Decompression
प्रदुसण मुक्त गर्नु	Decontaminate
परिशोधन	Decontamination
सजाया	Decorated
सजावट	Decoration
सजावटी	Decorative
कलाकारले	Decorator
उधेडना	Decorticate
मर्यादा	Decorum
कम	Decrease
कम	Decreasing
उर्दी	Decree
घटाइ	Decrement
विरोध	Decry
मौलिक	Decuman
ददान	Dedan
समर्पण	Dedicate
समर्पण	Dedication
समर्पित	Dedicatory
अन्वेषण	Deduce
घटा	Deduct
घटाया	Deductible
कटौती	Deduction
निगमन	Deductive
डिडुप्लीकेशन	Deduplication
डी	Dee
काम	Deed
बुझन	Deem
गहिरो	Deep
अझ प्रगाढ	Deepen
प्रगाढ	Deepening
गहिरो	Deeply
गहिराई	Deepness
गहरे	Deepwater
जरायो	Deer
रुप बिगार्नु	Deface
विकृति	Defacement
झूठ	Defalcation
मानहानि	Defamation
बेइज्जती	Defamatory
बदनाम	Defamed
पूर्वनिर्धारित	Default
चूककर्ता	Defaulter
हार	Defeat
हार	Defeatist
दिसापिसाब	Defecate
दिसामुक्त क्षेत्र घोषणा	Defecation
खोट	Defect
दल	Defection
दोषपूर्ण	Defective
रक्षा	Defence
रक्षा	Defend
प्रतिवादी	Defendant
रक्षक	Defender
रक्षा	Defense
निस्सहाय	Defenseless
रक्षात्मक	Defensive
बचाव	Defensively
स्थगित	Defer
सम्मान	Deference
आस्थगित	Deferred
अवज्ञा	Defiance
अटेरी	Defiant
कमी	Deficiency
कमी	Deficient
घाटा	Deficit
दूषित	Defile
अपवित्र	Defiled
बिटुलो	Defilement
अशुद्ध	Defiling
योग्	Definable
परिभाषित	Define
परिभाषित	Defined
निश्चित	Definite
निश्चित	Definitely
परिभाषा	Definition
व्याख्या	Definitional
निश्चित	Definitive
निश्चित	Definitively
अपस्फीति	Deflation
मुद्रा स्फीति को विपरीत	Deflationary
हल्कासित	Deflect
विक्षेपन	Deflection
झुकानेवाला	Deflector
काटन	Deforest
वन विनाश	Deforestation
खराब	Deform
विरूपण	Deformation
विकृत	Deformed
विकृति	Deformity
ठग्नु	Defraud
चतुर	Deft
मृत	Defunct
शांत	Defuse
विरोध	Defy
अप	Deg
डेगास	Degas
पतन	Degeneracy
पतन	Degenerate
दिनप्रतिदिन	Degeneration
अपक्षयी	Degenerative
गिरावट	Degradation
नीचा	Degrade
पतित	Degraded
अपमानजनक	Degrading
तह	Degree
निर्जलीकरण	Dehydrate
निर्जलीकरण	Dehydration
डिहाइड्रोजनेज	Dehydrogenase
संकेतवाचक	Deictic
उपासना केन्द्र	Deification
आस्तिक	Deist
देवता	Deity
हरेस	Dejected
खिन्न	Dejection
डेल	Del
ढिलाइ	Delay
ढिलाइ	Delaying
मनोरम	Delectable
प्रतिनिधि	Delegate
प्रतिनिधिमण्डलको	Delegation
मेट्न	Delete
नष्ट	Deleterious
मेटाउन	Deletion
दिल्ली	Delhi
जानाजानी	Deliberate
जानाजानी	Deliberately
जानाजानी	Deliberateness
राम्ररी विचार	Deliberation
सम्बोधनमा	Deliberative
विनम्रता	Delicacy
नाजुक	Delicate
नाजुक	Delicately
अति कोमल	Delicateness
डेली	Delicatessen
स्वादिष्ट	Delicious
स्वादिष्टता	Deliciousness
नियमभंग	Delict
प्रसन्न	Delight
खुसी	Delighted
रमणीय	Delightful
मग्न	Delighting
दलीला	Delilah
सीमांकक	Delimiter
चित्रित	Delineate
पुन: निर्धारण	Delineation
अपराधिक	Delinquency
अपराधी	Delinquent
भ्रांतचित्त	Delirious
मूर्छा	Delirium
उद्धार	Deliver
बितरण	Deliverable
छुटकारा	Deliverance
उद्धारक	Deliverer
वितरण	Delivery
डेल	Dell
डेला	Della
डेल्टा	Delta
जलप्रलय	Deluge
भ्रम	Delusion
मायामयता	Delusiveness
डिलक्स	Deluxe
तल्लीन	Delve
माग	Demand
माग	Demanding
सीमांकन	Demarcation
तुच्छ	Demean
आचरण	Demeanor
पागलपन	Dementia
डिमरसल	Demersal
निधन	Demise
पतित	Demiss
स्थिरिकरण	Demobilization
लोकतन्त्र	Democracy
प्रजातन्त्र	Democrat
लोकतान्त्रिक	Democratic
प्रजातान्त्रिक	Democratically
लोकतन्त्रीकरण	Democratization
लोकतािन्करण	Democratize
जनसंख्याशास्त्रीहरूको	Demographer
डेमोग्राफिक	Demographic
जनसांख्यिकी	Demography
ध्वस्त	Demolish
विध्वंस	Demolition
प्रेत	Demon
भनी बुझे	Demoniac
शैतानी	Demonic
भूतप्रेत	Demonism
पौराणिक कथाएं	Demonology
ट्वीट	Demonophobia
प्रदर्शन को	Demonstrably
प्रदर्शन	Demonstrate
प्रदर्शन	Demonstration
प्रदर्शक	Demonstrator
आचारभ्रष्टीकरण	Demoralization
निरुत्साहित	Demoralize
डेमो	Demos
अवनत	Demote
डेमोटिक	Demotic
ओरालो	Demotion
अलग गर्न योग्य	Demountable
सलज्जता	Demureness
ओडार	Den
चाँदीको सिक्का	Denarius
विकृत	Denature
डेङ्गु	Dengue
इन्कार	Denial
झार्न	Denigrate
डेनिम	Denim
डेनिस	Denis
डेनमार्क	Denmark
डेनिस	Dennis
दरका	Denomination
तेल एंव ग्याँस	Denominational
डिनोमिनेटर	Denominator
वाच्यार्थ	Denotation
सङ्केत	Denote
संज्ञा	Denotement
उपप्रधानमन्त्री	Denounce
बाक्लो	Dense
घनी	Densely
घनत्व	Density
दाग	Dent
दन्त	Dental
दांतेदार	Dentate
दन्त चिकित्सक	Dentist
दन्त	Dentistry
दाँत	Denture
कडा शब्दमा भर्त्सना	Denunciation
इन्कार	Deny
दुर्गन्ध	Deodorant
गंधहरण	Deodorization
दुर्गन्ध दूर गर्न	Deodorize
प्रस्थान	Depart
प्रस्थान	Departed
विभाग	Department
विभागीय	Departmentally
प्रस्थान	Departure
शक्ति घटाना	Depauperate
निर्भर	Depend
भरोसायोग्य	Dependability
भरपर्दो	Dependable
निर्भरता	Dependence
निर्भरता	Dependency
निर्भर	Dependent
निर्भर	Depending
चित्रित	Depict
चित्रण	Depiction
खयाल	Depicture
चूस लेना	Deplete
